price,area,bedrooms,bathrooms,balcony,status,neworold,parking,furnished_status,lift,type_of_building,price_sqft,city
7500000,1740,3,4,,Ready to Move,Resale,2,Semi-Furnished,,Flat,4310.344828,Noida
5000000,1300,3,3,1,Ready to Move,Resale,,Unfurnished,,Individual House,3846.153846,Ghaziabad
10000000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat,11111.11111,New Delhi
5500000,1300,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4230.769231,Ghaziabad
35000000,2549,4,4,2,Ready to Move,New Property,6,Furnished,1,Individual House,13730.87485,New Delhi
3800000,750,2,2,2,Ready to Move,Resale,2,Semi-Furnished,,Flat,5066.666667,New Delhi
25000000,2700,9,8,2,Ready to Move,Resale,3,Semi-Furnished,,Flat,9259.259259,Ghaziabad
4450000,1400,3,2,2,Ready to Move,Resale,1,,3,Flat,3178.571429,Greater Noida
6700000,1260,2,2,,Ready to Move,Resale,1,Furnished,,Flat,5317.460317,Noida
3500000,700,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,5000,Ghaziabad
9900000,1400,2,2,3,,Resale,,Unfurnished,,Flat,7071.428571,Gurgaon
2700000,822,2,2,3,Ready to Move,Resale,1,,2,Flat,3284.671533,Ghaziabad
5500000,1300,3,2,,Ready to Move,Resale,,Furnished,,Flat,4230.769231,Ghaziabad
4500000,1200,3,2,2,Ready to Move,Resale,2,Semi-Furnished,,Flat,3750,Ghaziabad
32400000,3850,4,5,4,Ready to Move,Resale,,Unfurnished,,Flat,8415.584416,Gurgaon
4500000,925,2,2,3,Ready to Move,New Property,,Furnished,,Flat,4864.864865,Greater Noida
7500000,950,2,2,2,Ready to Move,Resale,18,,0,Flat,7894.736842,Gurgaon
6000000,960,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,6250,Ghaziabad
11000000,1562,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Individual House,7042.253521,Gurgaon
4900000,1075,2,2,1,Ready to Move,Resale,1,,3,Flat,4558.139535,Ghaziabad
26000000,3000,4,5,,Ready to Move,Resale,,Unfurnished,,Flat,8666.666667,Gurgaon
6100000,930,2,2,2,Ready to Move,New Property,3,Furnished,0,Flat,6559.139785,Gurgaon
4400000,750,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5866.666667,New Delhi
3200000,600,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5333.333333,New Delhi
2900000,890,2,2,2,Ready to Move,Resale,,,,Flat,3258.426966,Ghaziabad
4800000,1225,3,2,,,Resale,,Unfurnished,,Flat,3918.367347,Greater Noida
8500000,1100,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,7727.272727,Gurgaon
2600000,630,2,2,1,Ready to Move,New Property,,Furnished,,Flat,4126.984127,New Delhi
14000000,2425,4,4,,Ready to Move,Resale,,Unfurnished,,Individual House,5773.195876,Gurgaon
12000000,1890,3,3,3,Ready to Move,Resale,,,,Flat,6349.206349,Gurgaon
5500000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,6111.111111,Gurgaon
4800000,1300,3,2,3,Ready to Move,Resale,1,,,Flat,3692.307692,Greater Noida
5500000,1725,3,3,,Ready to Move,Resale,1,,,Flat,3188.405797,Ghaziabad
10000000,1622,3,3,,Ready to Move,Resale,,Unfurnished,,Flat,6165.228113,Gurgaon
4500000,1025,2,2,3,Ready to Move,Resale,,Semi-Furnished,1,Flat,4390.243902,Noida
3450000,920,2,2,,,Resale,1,Unfurnished,,Flat,3750,Greater Noida
9300000,1680,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat,5535.714286,Gurgaon
8500000,1430,3,2,2,Ready to Move,Resale,1,,2,Flat,5944.055944,Gurgaon
4250000,1114,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3815.08079,Greater Noida
17000000,2250,3,3,3,Ready to Move,Resale,1,,2,Flat,7555.555556,Gurgaon
3600000,600,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,6000,Gurgaon
4000000,1080,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,3703.703704,Ghaziabad
3550000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4176.470588,Ghaziabad
2600000,885,2,2,1,Ready to Move,Resale,,,1,Flat,2937.853107,Ghaziabad
6300000,1840,3,3,2,Ready to Move,Resale,,,,Flat,3423.913043,Greater Noida
11000000,1210,2,2,,,Resale,,Furnished,,Flat,9090.909091,Gurgaon
5000000,985,2,2,2,Ready to Move,Resale,25,,3,Flat,5076.142132,Gurgaon
10500000,1950,3,3,3,Ready to Move,Resale,,,,Individual House,5384.615385,Gurgaon
2700000,535,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5046.728972,New Delhi
4800000,1748,3,3,,Ready to Move,Resale,,,,Individual House,2745.995423,Greater Noida
9500000,1391,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,6829.618979,Gurgaon
3200000,1000,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat,3200,Ghaziabad
3500000,975,2,2,2,Ready to Move,Resale,,,,Flat,3589.74359,Greater Noida
26000000,2400,3,5,2,Ready to Move,Resale,1,Furnished,3,Individual House,10833.33333,Gurgaon
6000000,1300,2,2,,Ready to Move,Resale,,,,Flat,4615.384615,Ghaziabad
40200000,5010,5,5,5,Ready to Move,Resale,2,Semi-Furnished,3,Flat,8023.952096,Gurgaon
7000000,1350,2,2,,Ready to Move,Resale,,Furnished,,Flat,5185.185185,Noida
5300000,1412,3,3,3,Ready to Move,Resale,1,Unfurnished,,Flat,3753.541076,Noida
3900000,675,2,2,1,Ready to Move,Resale,1,Furnished,,Flat,5777.777778,New Delhi
6900000,1600,3,3,4,Ready to Move,Resale,,,,Flat,4312.5,Faridabad
3700000,1240,2,2,3,Ready to Move,Resale,,,,Flat,2983.870968,Faridabad
3500000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat,3888.888889,Ghaziabad
6450000,1345,3,2,3,Ready to Move,Resale,1,,2,Flat,4795.539033,Noida
9000000,1650,3,3,3,Ready to Move,Resale,,Unfurnished,,Flat,5454.545455,Gurgaon
5500000,1300,3,2,2,Ready to Move,Resale,,,,Flat,4230.769231,Greater Noida
10000000,1256,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,7961.783439,Gurgaon
4750000,1398,3,3,,,Resale,,Unfurnished,,Flat,3397.711016,Greater Noida
3690000,914,2,2,,Ready to Move,Resale,1,,,Flat,4037.199125,Faridabad
4000000,1005,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3980.099502,Faridabad
9000000,1630,3,3,2,Ready to Move,Resale,,,,Individual House,5521.472393,Gurgaon
9000000,1500,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,6000,Noida
4500000,900,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5000,New Delhi
3600000,657,2,2,1,Ready to Move,Resale,1,,,Flat,5479.452055,Gurgaon
2600000,540,2,2,1,Ready to Move,New Property,1,Unfurnished,1,Flat,4814.814815,New Delhi
2690000,895,2,2,3,Ready to Move,Resale,1,,,Flat,3005.586592,Greater Noida
4500000,1106,2,2,2,Ready to Move,Resale,,,,Flat,4068.716094,Noida
6000000,862,3,4,2,Ready to Move,Resale,8,Furnished,,Flat,6960.556845,New Delhi
7000000,1342,2,2,2,Ready to Move,Resale,,,,Flat,5216.09538,Gurgaon
8000000,1625,3,2,4,Ready to Move,Resale,,,,Individual House,4923.076923,Noida
3650000,850,2,2,2,Ready to Move,Resale,602,Semi-Furnished,,Individual House,4294.117647,Noida
30000000,2700,4,5,4,Ready to Move,Resale,3,,2,Individual House,11111.11111,Gurgaon
36500000,3500,3,3,2,,New Property,2,Semi-Furnished,1,Flat,10428.57143,Gurgaon
3820000,1125,3,2,,Ready to Move,Resale,,,,Flat,3395.555556,Ghaziabad
3960000,1000,2,2,,Ready to Move,Resale,,,,Individual House,3960,Greater Noida
4500000,1250,2,2,1,Ready to Move,Resale,1,,3,Individual House,3600,Ghaziabad
4500000,1267,3,2,3,Ready to Move,Resale,1,Unfurnished,,Flat,3551.696922,Greater Noida
5500000,1190,2,2,3,Ready to Move,Resale,,,,Flat,4621.848739,Ghaziabad
6600000,1100,2,2,2,Ready to Move,Resale,1,,2,Flat,6000,Noida
8070000,1685,3,3,,Ready to Move,Resale,,,,Flat,4789.317507,Noida
5500000,1100,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,5000,Ghaziabad
4400000,920,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4782.608696,Ghaziabad
4940000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,5488.888889,Ghaziabad
4500000,760,2,2,,Ready to Move,Resale,,,,Individual House,5921.052632,Ghaziabad
5000000,1528,2,3,,Ready to Move,Resale,,,,Flat,3272.251309,Greater Noida
7500000,1360,2,2,3,,Resale,,Semi-Furnished,,Flat,5514.705882,Gurgaon
13500000,1450,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,9310.344828,New Delhi
3100000,800,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,3875,Ghaziabad
12000000,1600,4,3,3,Ready to Move,Resale,1,Semi-Furnished,,Flat,7500,Gurgaon
3400000,775,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4387.096774,Gurgaon
9900000,1450,3,3,,Ready to Move,Resale,1,Furnished,1,Flat,6827.586207,Noida
3100000,576,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat,5381.944444,New Delhi
4500000,650,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,6923.076923,New Delhi
3600000,850,2,2,,Ready to Move,Resale,,Furnished,,Flat,4235.294118,Faridabad
3200000,622,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,5144.694534,New Delhi
9500000,1750,4,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,5428.571429,Ghaziabad
2800000,800,2,2,,Ready to Move,Resale,,Furnished,,Flat,3500,Gurgaon
2200000,650,2,2,1,Ready to Move,New Property,,,,Flat,3384.615385,Ghaziabad
4500000,1075,2,2,,Ready to Move,Resale,,,,Flat,4186.046512,Ghaziabad
3500000,760,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House,4605.263158,Ghaziabad
8500000,1919,3,4,3,Ready to Move,New Property,,Semi-Furnished,,Flat,4429.390307,Greater Noida
4600000,1225,2,2,4,Ready to Move,Resale,1,Unfurnished,,Flat,3755.102041,Greater Noida
3700000,1150,2,2,3,Ready to Move,Resale,,,,Flat,3217.391304,Ghaziabad
19500000,3090,4,5,4,Ready to Move,Resale,,Unfurnished,,Flat,6310.679612,Gurgaon
9900000,1990,3,3,,Ready to Move,Resale,,,,Flat,4974.874372,Greater Noida
3100000,825,2,2,2,Ready to Move,Resale,,,,Individual House,3757.575758,Ghaziabad
35000000,3000,5,6,1,Ready to Move,Resale,2,,,Flat,11666.66667,New Delhi
12000000,1200,3,2,2,Ready to Move,Resale,1,Unfurnished,1,Flat,10000,New Delhi
18500000,2300,3,2,2,Ready to Move,Resale,1,,,Flat,8043.478261,New Delhi
11500000,1743,3,3,3,Ready to Move,Resale,3,,2,Individual House,6597.819851,Gurgaon
7000000,1400,3,3,,,Resale,1,Semi-Furnished,,Flat,5000,Ghaziabad
8400000,1625,3,2,,,Resale,1,Semi-Furnished,2,Flat,5169.230769,Noida
12500000,1880,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat,6648.93617,Gurgaon
11000000,1550,3,3,2,Ready to Move,Resale,,,,Individual House,7096.774194,New Delhi
23500000,2850,4,4,2,Ready to Move,Resale,3,Semi-Furnished,1,Flat,8245.614035,Gurgaon
4500000,800,3,3,1,Ready to Move,Resale,1,,2,Individual House,5625,Gurgaon
5000000,1471,3,3,,Ready to Move,Resale,,Furnished,,Flat,3399.048266,Ghaziabad
4500000,1275,3,2,,Ready to Move,Resale,,,,Flat,3529.411765,Ghaziabad
7600000,1300,2,2,3,Ready to Move,Resale,1,,2,Flat,5846.153846,Noida
4000000,950,2,2,2,,Resale,1,Semi-Furnished,,Flat,4210.526316,Greater Noida
7000000,1500,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4666.666667,Greater Noida
8000000,1655,3,3,,Ready to Move,Resale,,,,Flat,4833.836858,Noida
3500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,3500,Ghaziabad
4000000,1250,2,2,4,Ready to Move,Resale,,,,Flat,3200,Ghaziabad
7500000,1285,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,5836.575875,Gurgaon
9000000,1760,3,3,4,Ready to Move,Resale,,,,Flat,5113.636364,Faridabad
4500000,900,2,2,,,Resale,,Semi-Furnished,,Individual House,5000,Faridabad
2600000,750,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,3466.666667,Ghaziabad
6500000,1250,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,5200,Ghaziabad
2850000,950,2,2,2,Ready to Move,Resale,,,,Individual House,3000,Ghaziabad
7000000,1365,3,2,,Ready to Move,Resale,,,,Flat,5128.205128,Noida
7000000,1450,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,4827.586207,Ghaziabad
11000000,1825,3,5,2,Ready to Move,Resale,,Semi-Furnished,,Flat,6027.39726,Greater Noida
9800000,1415,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,6925.795053,Gurgaon
7500000,1650,3,3,4,,New Property,,Unfurnished,,Flat,4545.454545,Gurgaon
6500000,990,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,6565.656566,New Delhi
11000000,1816,3,3,4,Ready to Move,Resale,2,,2,Individual House,6057.268722,Gurgaon
12000000,1350,10,4,4,Ready to Move,Resale,,Unfurnished,,Flat,8888.888889,Gurgaon
4000000,1106,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,3616.636528,Noida
8500000,1326,3,2,,Ready to Move,Resale,1,,2,Flat,6410.25641,Gurgaon
2800000,585,2,2,,Ready to Move,Resale,,,,Flat,4786.324786,Gurgaon
6500000,900,3,2,,,Resale,,Semi-Furnished,,Flat,7222.222222,New Delhi
9500000,1100,3,2,1,Ready to Move,New Property,,Furnished,,Individual House,8636.363636,New Delhi
4800000,1200,2,2,,Ready to Move,Resale,1,,,Flat,4000,Noida
9500000,1300,3,2,3,Ready to Move,Resale,,,,Flat,7307.692308,Gurgaon
6400000,1700,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,3764.705882,Greater Noida
4000000,700,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,5714.285714,Ghaziabad
20500000,1980,4,3,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,10353.53535,New Delhi
5200000,955,2,2,4,Ready to Move,Resale,1,,2,Flat,5445.026178,Noida
4000000,1291,3,2,,,Resale,,Unfurnished,,Flat,3098.373354,Greater Noida
10000000,1650,3,3,4,,Resale,,Semi-Furnished,,Flat,6060.606061,Gurgaon
5950000,1144,2,2,4,Ready to Move,Resale,1,,3,Flat,5201.048951,Ghaziabad
3500000,1050,2,2,,Ready to Move,Resale,1,,3,Flat,3333.333333,Ghaziabad
3500000,741,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4723.346829,New Delhi
4000000,1165,3,2,,Ready to Move,Resale,,,,Flat,3433.476395,Greater Noida
7500000,1500,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,5000,Faridabad
3000000,858,2,2,4,Ready to Move,Resale,,,,Flat,3496.503497,Ghaziabad
11700000,1700,3,3,4,,New Property,,Semi-Furnished,,Flat,6882.352941,Gurgaon
4600000,1245,3,2,3,Ready to Move,Resale,,,,Flat,3694.779116,Greater Noida
5800000,1140,2,2,3,Ready to Move,Resale,1,,2,Flat,5087.719298,Noida
4700000,1200,2,2,2,Ready to Move,Resale,2,Furnished,1,Individual House,3916.666667,Ghaziabad
3630000,1100,2,2,4,,Resale,,Semi-Furnished,,Flat,3300,Greater Noida
7150000,1295,2,3,5,Ready to Move,Resale,2,,2,Flat,5521.235521,Noida
5820000,1454,3,3,,,Resale,,Semi-Furnished,,Flat,4002.751032,Ghaziabad
4300000,1025,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,4195.121951,Greater Noida
6200000,1485,3,2,3,Ready to Move,Resale,1,,2,Flat,4175.084175,Ghaziabad
7500000,900,2,2,2,Ready to Move,New Property,,Semi-Furnished,1,Individual House,8333.333333,New Delhi
7000000,1880,4,3,4,Ready to Move,Resale,,,,Individual House,3723.404255,Greater Noida
6200000,1670,3,3,,Ready to Move,Resale,,,,Flat,3712.57485,Greater Noida
3600000,1222,2,2,2,Ready to Move,Resale,,,,Flat,2945.99018,Faridabad
5200000,1190,3,2,,,Resale,,Unfurnished,,Flat,4369.747899,Noida
4000000,1050,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,3809.52381,Greater Noida
6000000,900,3,3,2,Ready to Move,Resale,,Furnished,,Flat,6666.666667,New Delhi
3600000,928,2,2,2,Ready to Move,Resale,1,,4,Individual House,3879.310345,Greater Noida
5200000,1100,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat,4727.272727,New Delhi
4000000,1000,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,4000,New Delhi
7500000,1361,2,2,2,Ready to Move,Resale,,,,Flat,5510.653931,Gurgaon
4500000,1350,3,3,3,Ready to Move,New Property,,,,Flat,3333.333333,Ghaziabad
3500000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4117.647059,Noida
2800000,650,2,2,,Ready to Move,Resale,,Furnished,,Flat,4307.692308,New Delhi
5000000,1000,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,5000,Ghaziabad
4500000,1360,3,2,4,Ready to Move,Resale,,,,Flat,3308.823529,Ghaziabad
44000000,3850,3,4,3,Ready to Move,Resale,2,,2,Individual House,11428.57143,Gurgaon
5500000,1200,2,2,,Ready to Move,Resale,,,,Flat,4583.333333,Noida
3200000,858,2,2,,Ready to Move,Resale,1,,,Flat,3729.60373,Ghaziabad
3000000,860,2,2,2,,Resale,,Unfurnished,,Flat,3488.372093,Greater Noida
5500000,988,2,2,2,Ready to Move,Resale,,,,Flat,5566.801619,Noida
3700000,1060,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House,3490.566038,Ghaziabad
9000000,1296,9,6,2,Ready to Move,Resale,,Unfurnished,,Flat,6944.444444,Gurgaon
13900000,1409,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat,9865.15259,New Delhi
3400000,1108,3,2,1,Ready to Move,Resale,,,,Flat,3068.592058,Ghaziabad
4500000,1000,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,4500,Ghaziabad
4500000,1300,3,3,2,Ready to Move,Resale,2,,,Individual House,3461.538462,Ghaziabad
6000000,1254,2,2,3,Ready to Move,Resale,,,,Individual House,4784.688995,Ghaziabad
11000000,1900,3,3,3,Ready to Move,Resale,1,,2,Flat,5789.473684,Gurgaon
11800000,2423,4,4,3,Ready to Move,Resale,1,,2,Flat,4869.995873,Gurgaon
6300000,1670,4,3,4,Ready to Move,Resale,,,,Flat,3772.45509,Greater Noida
3200000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4000,Ghaziabad
6000000,900,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Individual House,6666.666667,New Delhi
3400000,950,3,2,,Ready to Move,Resale,,Furnished,,Flat,3578.947368,Ghaziabad
4800000,1125,2,2,,Ready to Move,Resale,,,,Flat,4266.666667,Greater Noida
3200000,900,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat,3555.555556,Ghaziabad
8700000,2000,3,3,3,Ready to Move,Resale,,,,Flat,4350,Faridabad
3400000,700,2,2,,Ready to Move,Resale,,Furnished,,Flat,4857.142857,New Delhi
3400000,935,2,2,,Ready to Move,Resale,,,,Flat,3636.363636,Greater Noida
36000000,4520,4,5,3,Ready to Move,Resale,,Furnished,,Flat,7964.60177,Gurgaon
4400000,1185,2,2,,Ready to Move,Resale,1,,,Individual House,3713.080169,Greater Noida
4200000,1070,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Individual House,3925.233645,New Delhi
3100000,850,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,Flat,3647.058824,New Delhi
12000000,1600,3,2,2,Ready to Move,Resale,,,,Individual House,7500,New Delhi
3900000,1100,2,2,3,Ready to Move,Resale,1,,2,Individual House,3545.454545,Ghaziabad
4000000,900,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4444.444444,Ghaziabad
4100000,990,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,4141.414141,Noida
4500000,1095,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4109.589041,Greater Noida
3500000,1075,3,2,,,Resale,,Unfurnished,,Flat,3255.813953,Faridabad
7500000,1000,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat,7500,New Delhi
6000000,1744,3,3,4,Ready to Move,Resale,,,,Individual House,3440.366972,Greater Noida
9500000,1825,4,3,,Ready to Move,Resale,,,,Flat,5205.479452,Noida
3950000,1120,2,3,3,Ready to Move,Resale,1,,,Flat,3526.785714,Ghaziabad
7800000,1740,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House,4482.758621,Greater Noida
2900000,840,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House,3452.380952,Ghaziabad
17800000,2300,4,2,2,Ready to Move,Resale,2,Semi-Furnished,0,Flat,7739.130435,New Delhi
8500000,2337,4,3,,Ready to Move,Resale,2,Unfurnished,,Flat,3637.141635,Faridabad
3200000,940,2,2,2,Ready to Move,Resale,,,,Flat,3404.255319,Ghaziabad
4450000,1175,3,2,3,,Resale,,Semi-Furnished,,Flat,3787.234043,Greater Noida
8700000,1100,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,7909.090909,Gurgaon
5500000,960,2,2,,Ready to Move,Resale,,Furnished,,Flat,5729.166667,Noida
11400000,1995,3,4,,Ready to Move,Resale,1,,,Flat,5714.285714,Gurgaon
9000000,1800,3,3,,Ready to Move,Resale,,,,Individual House,5000,Ghaziabad
4000000,975,2,2,,Ready to Move,Resale,,,,Flat,4102.564103,Greater Noida
6000000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,6000,New Delhi
8800000,1765,3,3,3,Ready to Move,Resale,,,2,Flat,4985.835694,Greater Noida
4000000,850,2,2,,Ready to Move,Resale,4,,,Flat,4705.882353,Ghaziabad
4500000,747,2,2,1,Ready to Move,Resale,,,,Flat,6024.096386,Faridabad
4000000,1066,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,3752.345216,Faridabad
3520000,770,2,2,,,Resale,,Semi-Furnished,,Flat,4571.428571,Ghaziabad
4800000,1494,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,3212.851406,Greater Noida
5000000,1000,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,5000,Ghaziabad
5530000,1045,2,2,,Ready to Move,Resale,,,,Flat,5291.866029,Noida
2400000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,2823.529412,Ghaziabad
4250000,1100,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,3863.636364,Ghaziabad
15000000,1780,3,3,3,Ready to Move,Resale,1,Furnished,,Individual House,8426.966292,Noida
15000000,2400,4,5,,Ready to Move,Resale,,Semi-Furnished,,Flat,6250,Gurgaon
8000000,1760,3,3,,Ready to Move,Resale,,,,Flat,4545.454545,Gurgaon
3000000,965,2,2,3,Ready to Move,Resale,1,Furnished,2,Flat,3108.80829,Ghaziabad
5500000,1205,2,2,3,Ready to Move,Resale,,,,Flat,4564.315353,Ghaziabad
10000000,1800,3,3,3,Ready to Move,Resale,,,,Flat,5555.555556,Faridabad
5100000,1045,2,2,3,Ready to Move,Resale,,,,Flat,4880.382775,Noida
4900000,875,2,2,1,Ready to Move,Resale,,,,Flat,5600,Noida
14000000,1350,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat,10370.37037,New Delhi
7200000,1635,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4403.669725,Ghaziabad
4700000,970,2,2,,,Resale,,Semi-Furnished,,Flat,4845.360825,Ghaziabad
7500000,1250,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,6000,New Delhi
6800000,1155,2,2,,Ready to Move,Resale,1,Semi-Furnished,2,Flat,5887.445887,Noida
9900000,2036,3,3,,Ready to Move,Resale,,Unfurnished,,Flat,4862.475442,Gurgaon
9000000,1500,3,3,3,Ready to Move,Resale,1,,1,Flat,6000,New Delhi
4800000,1000,2,2,2,Ready to Move,Resale,1,,0,Individual House,4800,Ghaziabad
5000000,1370,2,2,3,Ready to Move,Resale,1,Unfurnished,2,Flat,3649.635036,Greater Noida
6000000,1525,3,2,4,Ready to Move,Resale,,,,Flat,3934.42623,Faridabad
12000000,1000,6,4,3,Ready to Move,Resale,,Unfurnished,,Flat,12000,Noida
4100000,855,2,2,,Ready to Move,Resale,,Furnished,,Flat,4795.321637,New Delhi
8000000,1652,3,4,,Ready to Move,Resale,,Semi-Furnished,,Individual House,4842.615012,Noida
7500000,1678,3,3,4,Ready to Move,Resale,1,,2,Flat,4469.606675,Gurgaon
3400000,900,2,2,2,Ready to Move,Resale,16,Semi-Furnished,2,Flat,3777.777778,Ghaziabad
11200000,1873,3,3,4,Ready to Move,Resale,,,,Flat,5979.711692,Ghaziabad
10000000,1970,3,3,4,Ready to Move,Resale,,,,Flat,5076.142132,Ghaziabad
7250000,1295,2,2,4,Ready to Move,Resale,624,,,Individual House,5598.455598,Gurgaon
8000000,900,2,2,1,Ready to Move,Resale,,,,Flat,8888.888889,Gurgaon
12000000,1650,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,7272.727273,Gurgaon
6500000,1235,2,2,,Ready to Move,Resale,,,,Flat,5263.157895,Ghaziabad
3500000,1000,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat,3500,Ghaziabad
15000000,540,4,4,4,Ready to Move,Resale,2,Unfurnished,,Individual House,27777.77778,New Delhi
5000000,1600,3,2,3,Ready to Move,Resale,,,,Flat,3125,Ghaziabad
4200000,1045,3,3,3,Ready to Move,New Property,,,,Flat,4019.138756,Ghaziabad
3300000,950,2,2,2,Ready to Move,Resale,,,,Flat,3473.684211,Ghaziabad
4200000,800,2,2,2,Ready to Move,Resale,,,,Flat,5250,Ghaziabad
17500000,1800,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,9722.222222,Gurgaon
3500000,850,2,2,1,Ready to Move,Resale,1,,1,Flat,4117.647059,Ghaziabad
9000000,1550,3,2,4,Ready to Move,Resale,,,,Flat,5806.451613,Noida
3600000,1027,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat,3505.355404,Ghaziabad
3000000,760,2,2,2,Ready to Move,Resale,1,,2,Flat,3947.368421,Greater Noida
6500000,900,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Flat,7222.222222,New Delhi
9000000,1446,2,2,4,Ready to Move,Resale,2,,3,Individual House,6224.06639,Gurgaon
7000000,560,2,2,,Ready to Move,Resale,,Furnished,,Flat,12500,New Delhi
9900000,1885,3,3,,Ready to Move,Resale,,,,Individual House,5251.98939,Gurgaon
8000000,1270,3,2,,Ready to Move,Resale,,,,Flat,6299.212598,Noida
4600000,1100,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Flat,4181.818182,Greater Noida
4500000,1000,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat,4500,Ghaziabad
11000000,1800,4,3,3,Ready to Move,Resale,,,,Flat,6111.111111,Ghaziabad
6500000,1400,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat,4642.857143,Ghaziabad
