price,area,bedrooms,bathrooms,balcony,status,neworold,parking,furnished_status,lift,type_of_building,price_sqft,city
8500000,800,2,2,,Ready to Move,Resale,1,Unfurnished,,Flat,10625,New Delhi
7800000,1735,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,4495.677233,Greater Noida
6000000,1265,3,2,,Ready to Move,Resale,,,,Flat,4743.083004,Greater Noida
24800000,3000,3,4,2,Ready to Move,New Property,1,,1,Flat,8266.666667,Gurgaon
4000000,1265,3,2,3,Ready to Move,Resale,1,Unfurnished,,Individual House,3162.055336,Faridabad
50000000,4700,6,6,,Ready to Move,Resale,,Unfurnished,,Flat,10638.29787,Faridabad
45000000,5000,4,7,4,Ready to Move,Resale,4,Furnished,,Flat,9000,Noida
7000000,600,2,3,1,Ready to Move,Resale,,Unfurnished,,Flat,11666.66667,New Delhi
10000000,1750,4,3,,Ready to Move,Resale,,Furnished,,Flat,5714.285714,Ghaziabad
5400000,1300,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat,4153.846154,Ghaziabad
16200000,2150,4,4,4,Ready to Move,Resale,2,,2,Flat,7534.883721,Gurgaon
3200000,1040,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,3076.923077,Ghaziabad
22500000,2250,4,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat,10000,New Delhi
11600000,1376,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat,8430.232558,Gurgaon
8800000,965,2,2,2,Ready to Move,Resale,,,,Flat,9119.170984,Gurgaon
13500000,1400,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House,9642.857143,New Delhi
3200000,1065,2,2,3,,Resale,,Furnished,,Individual House,3004.694836,Ghaziabad
5100000,1025,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,4975.609756,Ghaziabad
9800000,1500,3,2,2,Ready to Move,Resale,2,,,Flat,6533.333333,Gurgaon
5500000,1505,3,3,,Ready to Move,Resale,,,,Individual House,3654.48505,Greater Noida
4600000,930,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat,4946.236559,Noida
11800000,1270,2,2,2,Ready to Move,Resale,,,,Flat,9291.338583,Gurgaon
3400000,750,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,4533.333333,New Delhi
8000000,1430,3,2,2,Ready to Move,Resale,1,,2,Flat,5594.405594,Gurgaon
4400000,1425,3,2,1,Ready to Move,Resale,,,,Flat,3087.719298,Ghaziabad
8000000,1000,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,8000,New Delhi
9000000,1547,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,5817.7117,Gurgaon
8500000,1564,3,2,5,Ready to Move,Resale,,,,Flat,5434.782609,Noida
3200000,1010,2,2,3,Ready to Move,Resale,,,,Individual House,3168.316832,Ghaziabad
6820000,1350,2,2,,,Resale,,Semi-Furnished,,Flat,5051.851852,Gurgaon
4500000,1060,2,2,3,Ready to Move,Resale,1,,,Flat,4245.283019,Greater Noida
6200000,1370,2,2,1,Ready to Move,Resale,,,,Individual House,4525.547445,Greater Noida
4470000,1296,3,2,,Ready to Move,Resale,,,,Individual House,3449.074074,Ghaziabad
6000000,1400,4,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat,4285.714286,Faridabad
3400000,835,2,2,,,Resale,,Semi-Furnished,,Flat,4071.856287,Greater Noida
3650000,1005,2,2,2,Ready to Move,Resale,,,,Flat,3631.840796,Greater Noida
3500000,1050,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,3333.333333,Gurgaon
9000000,1450,3,3,2,Ready to Move,Resale,1,Unfurnished,,Flat,6206.896552,New Delhi
25000000,1800,4,3,1,Ready to Move,Resale,3,Furnished,,Flat,13888.88889,New Delhi
3300000,1100,2,2,2,Ready to Move,Resale,,Unfurnished,1,Flat,3000,Ghaziabad
3500000,758,2,3,1,Ready to Move,Resale,,Semi-Furnished,,Flat,4617.414248,Ghaziabad
14000000,2198,4,3,4,Ready to Move,Resale,3,,,Flat,6369.426752,Gurgaon
6500000,1600,4,3,,Ready to Move,Resale,,Furnished,,Individual House,4062.5,Ghaziabad
5500000,1260,5,3,,Ready to Move,Resale,,Unfurnished,,Flat,4365.079365,Ghaziabad
3700000,1365,3,2,3,Ready to Move,Resale,,,,Flat,2710.622711,Ghaziabad
9500000,1854,4,4,4,Ready to Move,Resale,1,,2,Flat,5124.056095,Noida
7750000,1550,2,2,1,Ready to Move,Resale,,,,Flat,5000,Ghaziabad
7200000,1880,3,4,,Ready to Move,Resale,,,,Flat,3829.787234,Greater Noida
8500000,2042,4,4,4,,Resale,1,Semi-Furnished,,Flat,4162.5857,Greater Noida
5000000,1280,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat,3906.25,Greater Noida
3850000,1055,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House,3649.2891,Greater Noida
3200000,890,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,3595.505618,Greater Noida
6000000,900,2,2,1,Ready to Move,Resale,1,Furnished,,Flat,6666.666667,Ghaziabad
4200000,1040,2,2,3,Ready to Move,Resale,,,,Flat,4038.461538,Noida
7000000,1100,2,2,2,Ready to Move,Resale,2,,2,Flat,6363.636364,Faridabad
3700000,1115,2,2,,Ready to Move,Resale,,,,Flat,3318.38565,Greater Noida
5000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,5555.555556,Faridabad
5500000,1186,5,2,2,Ready to Move,Resale,,Unfurnished,,Flat,4637.436762,Faridabad
8500000,1232,3,2,,Ready to Move,Resale,1,,,Flat,6899.350649,Noida
4750000,1100,2,2,3,Ready to Move,Resale,,,2,Flat,4318.181818,Ghaziabad
3500000,675,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5185.185185,New Delhi
5700000,1069,3,2,,Ready to Move,New Property,,Semi-Furnished,,Flat,5332.086062,New Delhi
28000000,4000,4,4,,Ready to Move,Resale,,,,Individual House,7000,Gurgaon
32000000,3200,4,4,,Ready to Move,Resale,,,,Flat,10000,Gurgaon
35000000,2960,7,7,1,Ready to Move,Resale,,Semi-Furnished,,Flat,11824.32432,Noida
35000000,6000,5,5,,Ready to Move,Resale,,,,Flat,5833.333333,Gurgaon
27500000,2250,3,3,2,Ready to Move,Resale,,,,Flat,12222.22222,New Delhi
6930000,1385,2,2,3,Ready to Move,Resale,2,,,Flat,5003.610108,Gurgaon
6500000,1325,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat,4905.660377,Noida
9500000,1954,3,3,,Ready to Move,Resale,,Furnished,,Flat,4861.821904,Gurgaon
3000000,750,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,4000,Ghaziabad
12000000,1125,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Flat,10666.66667,New Delhi
6000000,1020,3,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat,5882.352941,New Delhi
3500000,800,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Individual House,4375,Faridabad
5200000,990,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5252.525253,New Delhi
5600000,1300,2,2,2,Ready to Move,Resale,1,,1,Flat,4307.692308,Ghaziabad
4150000,1252,2,3,,Ready to Move,Resale,,,,Individual House,3314.696486,Ghaziabad
15000000,1675,3,3,3,Ready to Move,Resale,2,,3,Flat,8955.223881,Gurgaon
4500000,1476,2,2,,Ready to Move,Resale,,,,Individual House,3048.780488,Faridabad
4700000,1655,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,2839.879154,Ghaziabad
6500000,1400,3,2,,Ready to Move,Resale,1,Semi-Furnished,0,Individual House,4642.857143,Ghaziabad
4600000,1000,2,2,3,Ready to Move,Resale,1,,2,Flat,4600,Noida
5900000,1150,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5130.434783,Ghaziabad
12500000,1805,3,3,4,Ready to Move,Resale,,,,Flat,6925.207756,Gurgaon
12500000,1500,3,2,,Ready to Move,Resale,,Furnished,,Flat,8333.333333,New Delhi
11000000,1125,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,9777.777778,New Delhi
6000000,1425,3,3,,,Resale,,Unfurnished,,Flat,4210.526316,Noida
8500000,1800,3,3,3,,Resale,,Unfurnished,,Flat,4722.222222,Greater Noida
2390000,550,2,2,2,Ready to Move,New Property,,Unfurnished,,Flat,4345.454545,New Delhi
6600000,1288,2,2,1,Ready to Move,Resale,1,,2,Flat,5124.223602,Noida
4000000,1164,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3436.426117,Greater Noida
18700000,2336,4,4,5,Ready to Move,Resale,2,Semi-Furnished,2,Flat,8005.136986,Gurgaon
32500000,3000,3,3,2,Ready to Move,Resale,2,,1,Flat,10833.33333,New Delhi
8000000,1500,3,2,2,Ready to Move,Resale,,Unfurnished,,Individual House,5333.333333,New Delhi
3100000,980,2,2,3,Ready to Move,Resale,,,,Flat,3163.265306,Ghaziabad
4400000,1150,2,2,2,Ready to Move,Resale,,,,Individual House,3826.086957,Greater Noida
10000000,1000,2,2,1,Ready to Move,Resale,,,,Flat,10000,New Delhi
7500000,1574,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Flat,4764.930114,Noida
2900000,750,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat,3866.666667,New Delhi
4000000,750,2,2,1,Ready to Move,Resale,,,2,Flat,5333.333333,Gurgaon
4170000,891,2,2,,Ready to Move,Resale,,,,Flat,4680.13468,Ghaziabad
5200000,1405,3,2,3,Ready to Move,Resale,,,,Flat,3701.067616,Greater Noida
6100000,1350,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,4518.518519,Ghaziabad
3800000,1275,2,2,4,Ready to Move,Resale,,,,Flat,2980.392157,Ghaziabad
4500000,1170,2,2,2,Ready to Move,Resale,,,,Flat,3846.153846,Ghaziabad
4400000,988,2,2,2,Ready to Move,Resale,1,,,Flat,4453.441296,Noida
7130000,1526,3,3,,Ready to Move,Resale,,,,Flat,4672.346003,Ghaziabad
12000000,2100,4,3,4,Ready to Move,Resale,,,,Individual House,5714.285714,Gurgaon
7500000,1350,3,2,3,Ready to Move,New Property,,,,Flat,5555.555556,Gurgaon
4000000,1152,2,2,2,Ready to Move,Resale,6,,4,Individual House,3472.222222,Greater Noida
11000000,900,2,2,1,Ready to Move,Resale,4,Semi-Furnished,,Flat,12222.22222,New Delhi
9700000,2000,5,5,5,Ready to Move,Resale,1,,,Flat,4850,Ghaziabad
10500000,1200,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat,8750,New Delhi
4000000,900,3,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat,4444.444444,Faridabad
7100000,1450,3,3,3,Ready to Move,Resale,,,,Flat,4896.551724,Ghaziabad
3600000,650,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5538.461538,New Delhi
11000000,1500,4,3,2,Ready to Move,Resale,2,,2,Individual House,7333.333333,New Delhi
23000000,3500,5,3,3,Ready to Move,Resale,,,,Flat,6571.428571,Ghaziabad
2600000,890,2,2,,Ready to Move,Resale,,,,Flat,2921.348315,Ghaziabad
8550000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat,9500,New Delhi
3400000,810,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,4197.530864,Ghaziabad
2500000,700,2,2,,Ready to Move,Resale,,,,Flat,3571.428571,Noida
15000000,2400,5,5,4,Ready to Move,Resale,,Unfurnished,0,Flat,6250,New Delhi
18500000,1600,3,3,,Ready to Move,Resale,1,Semi-Furnished,,Flat,11562.5,New Delhi
5000000,1200,3,2,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House,4166.666667,Faridabad
6500000,1090,2,2,,Ready to Move,Resale,,,,Flat,5963.302752,Ghaziabad
5500000,1505,3,3,,Ready to Move,Resale,1,Unfurnished,2,Flat,3654.48505,Greater Noida
3200000,720,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,4444.444444,New Delhi
13000000,1368,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House,9502.923977,New Delhi
8500000,1730,3,3,,Ready to Move,Resale,,,,Individual House,4913.294798,Gurgaon
3800000,950,2,2,,Ready to Move,Resale,,,,Flat,4000,Noida
8300000,1600,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,5187.5,New Delhi
3300000,1075,2,2,2,Ready to Move,Resale,,Furnished,,Individual House,3069.767442,Ghaziabad
5500000,1450,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House,3793.103448,Ghaziabad
4000000,1000,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,4000,Ghaziabad
6500000,900,3,2,1,Ready to Move,Resale,1,,,Flat,7222.222222,New Delhi
6500000,1810,3,3,4,Ready to Move,Resale,,,,Flat,3591.160221,Ghaziabad
5200000,1120,3,2,,Ready to Move,Resale,,Furnished,,Flat,4642.857143,Ghaziabad
5000000,1328,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3765.060241,Gurgaon
9500000,1935,3,4,,Ready to Move,Resale,,Unfurnished,,Flat,4909.560724,Gurgaon
8500000,1300,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,6538.461538,New Delhi
3000000,845,2,2,,,Resale,,Semi-Furnished,,Individual House,3550.295858,Greater Noida
6500000,1810,3,3,4,Ready to Move,Resale,,,,Individual House,3591.160221,Ghaziabad
4800000,1495,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,3210.702341,Ghaziabad
7500000,1400,2,2,,Ready to Move,Resale,,,,Flat,5357.142857,Gurgaon
6300000,1246,2,2,2,Ready to Move,Resale,,,,Flat,5056.179775,Noida
4300000,1250,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat,3440,Faridabad
8700000,1750,3,3,3,Ready to Move,Resale,,,,Flat,4971.428571,Noida
14000000,2268,4,4,3,Ready to Move,Resale,,,,Flat,6172.839506,Gurgaon
6100000,1440,3,2,2,Ready to Move,Resale,1,Furnished,,Individual House,4236.111111,Ghaziabad
11500000,1850,3,4,,Ready to Move,Resale,,,,Individual House,6216.216216,Noida
6000000,1250,3,2,,Ready to Move,Resale,,,,Flat,4800,Ghaziabad
7000000,1200,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,5833.333333,Ghaziabad
9500000,1952,3,4,4,Ready to Move,Resale,1,,3,Individual House,4866.803279,Gurgaon
3500000,600,2,2,,Ready to Move,Resale,100,,,Flat,5833.333333,Ghaziabad
13500000,1600,3,2,2,Ready to Move,Resale,,,,Flat,8437.5,New Delhi
4200000,1090,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat,3853.211009,Greater Noida
7500000,1225,2,2,,Ready to Move,Resale,,,,Individual House,6122.44898,Noida
2900000,890,2,2,2,Ready to Move,Resale,,,,Flat,3258.426966,Ghaziabad
11500000,1615,3,3,3,Ready to Move,Resale,,,,Flat,7120.743034,Gurgaon
5000000,1550,3,3,2,Ready to Move,Resale,,,,Flat,3225.806452,Ghaziabad
4000000,1000,2,2,2,Ready to Move,Resale,,,,Flat,4000,Greater Noida
6500000,1150,2,2,,Ready to Move,Resale,,,,Flat,5652.173913,Noida
6000000,1360,2,2,,Ready to Move,Resale,,,,Flat,4411.764706,Gurgaon
5000000,980,2,2,3,Ready to Move,Resale,1,Unfurnished,,Flat,5102.040816,Ghaziabad
9800000,1150,3,2,2,Ready to Move,Resale,1,,,Flat,8521.73913,New Delhi
3000000,750,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4000,New Delhi
6000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,6666.666667,Ghaziabad
14000000,1598,3,2,3,Ready to Move,Resale,2,,2,Flat,8760.951189,Gurgaon
5100000,1001,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,5094.905095,New Delhi
3500000,1025,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,3414.634146,Noida
3500000,800,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,4375,Ghaziabad
3000000,895,2,2,3,Ready to Move,Resale,,,,Flat,3351.955307,Greater Noida
7000000,1600,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House,4375,Ghaziabad
11200000,1600,3,4,2,Ready to Move,Resale,3,Semi-Furnished,0,Flat,7000,Gurgaon
7670000,1645,3,3,,Ready to Move,Resale,,,,Flat,4662.613982,Gurgaon
4520000,1450,2,2,,Ready to Move,Resale,,,,Flat,3117.241379,Ghaziabad
6000000,1100,3,2,2,Ready to Move,Resale,1,Furnished,,Flat,5454.545455,New Delhi
13000000,1440,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat,9027.777778,New Delhi
13000000,1700,3,3,,Ready to Move,Resale,,Furnished,,Flat,7647.058824,Gurgaon
5700000,1364,2,2,2,Ready to Move,Resale,,,,Flat,4178.88563,Gurgaon
6500000,1500,3,3,1,Ready to Move,Resale,1,,,Flat,4333.333333,New Delhi
8000000,1550,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,Flat,5161.290323,Ghaziabad
2650000,850,3,2,,,Resale,,Unfurnished,,Flat,3117.647059,Faridabad
13500000,2268,3,4,3,,Resale,,Unfurnished,,Flat,5952.380952,Gurgaon
3000000,890,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3370.786517,Ghaziabad
3550000,602,2,2,,Ready to Move,Resale,,,,Flat,5897.009967,Gurgaon
4500000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,5294.117647,Ghaziabad
4800000,1080,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4444.444444,Faridabad
4000000,1375,3,3,3,Ready to Move,Resale,1,Furnished,,Flat,2909.090909,Ghaziabad
3800000,850,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4470.588235,Ghaziabad
6500000,1060,2,2,2,Ready to Move,Resale,,,,Individual House,6132.075472,Ghaziabad
4030000,1080,2,2,,Ready to Move,Resale,1,,,Individual House,3731.481481,Ghaziabad
4300000,1060,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4056.603774,Greater Noida
12800000,1300,3,2,2,Ready to Move,New Property,,Unfurnished,,Flat,9846.153846,New Delhi
8450000,1380,3,3,3,Ready to Move,Resale,1,,8,Flat,6123.188406,Noida
4500000,700,2,2,1,Ready to Move,Resale,,Unfurnished,,Individual House,6428.571429,New Delhi
3600000,700,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,5142.857143,Ghaziabad
11500000,1150,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat,10000,New Delhi
5000000,1400,3,2,,Ready to Move,Resale,,,,Individual House,3571.428571,Ghaziabad
11000000,1400,2,2,2,,Resale,,Furnished,,Individual House,7857.142857,Gurgaon
8500000,1400,2,3,,,Resale,,Unfurnished,,Individual House,6071.428571,Ghaziabad
13000000,1800,3,3,,Ready to Move,Resale,1,Unfurnished,,Flat,7222.222222,Gurgaon
2950000,945,2,2,,Ready to Move,Resale,,,,Individual House,3121.693122,Ghaziabad
4300000,800,2,2,,Ready to Move,Resale,,Furnished,,Flat,5375,Ghaziabad
13000000,2500,9,5,2,Ready to Move,Resale,,Semi-Furnished,,Flat,5200,Faridabad
3500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3500,Greater Noida
5000000,800,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,6250,Noida
4700000,950,3,2,1,Ready to Move,New Property,2,Semi-Furnished,,Flat,4947.368421,Gurgaon
5900000,910,2,2,2,Ready to Move,Resale,,,,Flat,6483.516484,Gurgaon
7000000,1000,3,2,1,Ready to Move,Resale,2,Semi-Furnished,,Flat,7000,New Delhi
10000000,1662,3,4,,Ready to Move,Resale,,,,Flat,6016.847172,Ghaziabad
4350000,1100,3,2,,Ready to Move,Resale,,,,Flat,3954.545455,Ghaziabad
3950000,900,2,2,1,Ready to Move,New Property,2,Semi-Furnished,1,Flat,4388.888889,Ghaziabad
7000000,1800,4,4,,,Resale,,Unfurnished,,Flat,3888.888889,Greater Noida
5800000,1400,3,3,4,Ready to Move,Resale,,,,Flat,4142.857143,Greater Noida
12500000,2160,5,3,1,Ready to Move,Resale,2,Semi-Furnished,,Flat,5787.037037,Gurgaon
10000000,1900,3,3,1,Ready to Move,Resale,1,,,Flat,5263.157895,New Delhi
5900000,1050,2,2,,Ready to Move,Resale,1,,2,Flat,5619.047619,Gurgaon
8500000,1390,2,2,2,Ready to Move,Resale,1,,1,Individual House,6115.107914,Ghaziabad
3700000,720,2,2,1,Ready to Move,Resale,1,Unfurnished,0,Individual House,5138.888889,Faridabad
4500000,800,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat,5625,New Delhi
5000000,970,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat,5154.639175,Ghaziabad
3200000,850,2,2,2,Ready to Move,Resale,3,Semi-Furnished,,Flat,3764.705882,Ghaziabad
7500000,1820,3,3,4,Ready to Move,New Property,,Unfurnished,,Flat,4120.879121,Greater Noida
13000000,1350,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat,9629.62963,New Delhi
4200000,950,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4421.052632,Ghaziabad
5800000,1285,3,2,3,Ready to Move,Resale,,Semi-Furnished,,Flat,4513.618677,Ghaziabad
8500000,1000,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,8500,New Delhi
3800000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat,4222.222222,Faridabad
9100000,1100,2,2,1,Ready to Move,Resale,,,,Flat,8272.727273,New Delhi
5400000,1285,3,2,2,Ready to Move,Resale,1,,,Flat,4202.33463,Noida
3500000,725,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat,4827.586207,New Delhi
4500000,1200,2,3,2,Ready to Move,Resale,,,,Flat,3750,Noida
4200000,1050,2,2,,Ready to Move,Resale,,Furnished,,Flat,4000,Greater Noida
4000000,720,2,2,,,Resale,,Semi-Furnished,,Individual House,5555.555556,New Delhi
2900000,895,2,2,2,Ready to Move,Resale,1,Unfurnished,,Flat,3240.223464,Greater Noida
5000000,1510,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3311.258278,Ghaziabad
7800000,1295,2,2,4,Ready to Move,Resale,,,2,Flat,6023.166023,Gurgaon
7200000,2032,3,3,,Ready to Move,Resale,,,,Flat,3543.307087,Faridabad
3800000,1275,3,2,4,Ready to Move,Resale,,Furnished,,Individual House,2980.392157,Greater Noida
5000000,1295,3,2,,,Resale,,Unfurnished,,Flat,3861.003861,Greater Noida
3800000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,3800,Noida
2700000,800,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,3375,Ghaziabad
4700000,1100,3,2,,,Resale,,Semi-Furnished,,Flat,4272.727273,Ghaziabad
9500000,1800,3,3,4,Ready to Move,New Property,,,,Flat,5277.777778,Gurgaon
5300000,1402,3,3,2,Ready to Move,New Property,,Unfurnished,,Flat,3780.313837,Faridabad
8700000,1550,3,2,,Ready to Move,Resale,,Furnished,,Individual House,5612.903226,Noida
8000000,1750,3,3,4,Ready to Move,Resale,1,,2,Flat,4571.428571,Gurgaon
6500000,1295,3,2,,Ready to Move,Resale,,Furnished,,Flat,5019.305019,Noida
5000000,1080,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat,4629.62963,Greater Noida
3100000,975,2,2,,Ready to Move,Resale,,,,Individual House,3179.487179,Ghaziabad
14500000,1400,3,3,1,Ready to Move,Resale,1,,1,Individual House,10357.14286,New Delhi
3700000,985,2,2,1,Ready to Move,Resale,,,,Flat,3756.345178,Noida
4700000,1073,2,2,3,Ready to Move,New Property,,Semi-Furnished,,Flat,4380.242311,Ghaziabad
2600000,750,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat,3466.666667,Noida
4000000,900,2,2,2,Ready to Move,Resale,,Furnished,,Flat,4444.444444,New Delhi
5200000,1100,3,2,1,Ready to Move,Resale,,,,Flat,4727.272727,New Delhi
12500000,2361,3,4,,Ready to Move,Resale,,,,Flat,5294.366794,Gurgaon
4300000,1055,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,4075.829384,Ghaziabad
6200000,1350,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,4592.592593,New Delhi
13000000,2150,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,6046.511628,Gurgaon
3200000,950,2,2,2,Ready to Move,Resale,,Furnished,,Flat,3368.421053,Ghaziabad
2700000,840,2,2,,Ready to Move,Resale,,,,Flat,3214.285714,Ghaziabad
11000000,1575,4,4,2,Ready to Move,Resale,1,,0,Individual House,6984.126984,Gurgaon
3000000,808,2,2,2,Ready to Move,Resale,,,,Individual House,3712.871287,Ghaziabad
7500000,1545,3,3,2,Ready to Move,Resale,1,,3,Individual House,4854.368932,Noida
7000000,1171,2,2,3,Ready to Move,Resale,,,,Flat,5977.796755,Noida
4500000,1165,2,2,2,Ready to Move,Resale,1,,0,Flat,3862.660944,Greater Noida
4000000,1220,2,2,,Ready to Move,Resale,835,,3,Flat,3278.688525,Faridabad
4500000,875,2,2,,Ready to Move,Resale,,,,Flat,5142.857143,Noida
6000000,1375,3,3,,Ready to Move,Resale,,Furnished,,Flat,4363.636364,Greater Noida
8200000,1400,3,3,,Ready to Move,Resale,,,,Flat,5857.142857,Faridabad
5290000,625,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat,8464,New Delhi
2630000,758,3,2,2,,Resale,,Unfurnished,,Flat,3469.656992,Faridabad
2400000,980,2,2,1,Ready to Move,Resale,,,,Flat,2448.979592,Ghaziabad
3900000,950,2,2,,Ready to Move,Resale,,Furnished,,Flat,4105.263158,Ghaziabad
12000000,2000,3,2,2,Ready to Move,Resale,,Unfurnished,,Individual House,6000,Gurgaon
12500000,1450,3,3,,Ready to Move,Resale,1,,0,Flat,8620.689655,New Delhi
2500000,854,2,2,2,Ready to Move,Resale,,,,Individual House,2927.400468,Ghaziabad
5500000,1100,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House,5000,Ghaziabad
3850000,600,3,2,1,Ready to Move,Resale,,Unfurnished,,Individual House,6416.666667,Gurgaon
8000000,1780,3,3,,Ready to Move,Resale,,Furnished,,Flat,4494.382022,Gurgaon
6820000,1250,2,2,,Ready to Move,Resale,,Furnished,,Individual House,5456,Ghaziabad
5500000,1400,3,2,2,Ready to Move,Resale,1,Semi-Furnished,0,Flat,3928.571429,Faridabad
6000000,1377,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat,4357.298475,Faridabad
5500000,1150,3,3,,Ready to Move,Resale,,Furnished,,Flat,4782.608696,Ghaziabad
6200000,1600,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House,3875,Ghaziabad
10000000,1728,3,2,2,Ready to Move,Resale,,,,Flat,5787.037037,Gurgaon
4200000,1000,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat,4200,Ghaziabad
6860000,1355,3,2,1,,Resale,,Unfurnished,,Flat,5062.730627,Noida
3600000,950,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat,3789.473684,Ghaziabad
4350000,1205,2,2,3,Ready to Move,Resale,,Furnished,,Flat,3609.958506,Greater Noida
10500000,2085,3,4,4,,Resale,1,Semi-Furnished,2,Flat,5035.971223,Ghaziabad
9020000,1261,3,2,,Ready to Move,Resale,,Unfurnished,,Flat,7153.053132,Gurgaon
2900000,930,2,2,2,Ready to Move,Resale,,,,Flat,3118.27957,Ghaziabad
5000000,1440,3,2,,,Resale,,Unfurnished,,Individual House,3472.222222,Greater Noida
14500000,2776,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat,5223.342939,Gurgaon
